Rank	Movie	Release Date	Theatrical Distributor	MPAA Rating	Gross	Tickets Sold	Gender
26	Trance	2013-04-05	Fox Searchlight	R	$2,322,593	285,681	Thriller-or-Suspense
27	The Saratov Approach	2013-10-09	Purdie Distribution	PG-13	$1,573,124	193,496	Thriller-or-Suspense
28	Phantom	2013-03-01	RCR Media Group	R	$1,034,589	127,255	Thriller-or-Suspense
29	Only God Forgives	2013-07-19	Radius	R	$775,849	95,430	Thriller-or-Suspense
30	Taken 2	2012-10-05	20th Century Fox	PG-13	$569,523	70,052	Thriller-or-Suspense
31	Sinsegye	2013-03-22	Well Go USA	Not Rated	$450,222	55,377	Thriller-or-Suspense
32	Kapringen	2013-06-21	Magnolia Pictures	R	$414,437	50,976	Thriller-or-Suspense
33	On The Job	2013-09-27	Well Go USA	Not Rated	$161,217	19,829	Thriller-or-Suspense
34	Du zhan	2013-07-26	Variance Films	R	$128,195	15,768	Thriller-or-Suspense
35	Europa Report	2013-08-02	Magnolia Pictures	PG-13	$125,687	15,459	Thriller-or-Suspense
36	End of Watch	2012-09-21	Open Road	R	$111,551	13,720	Thriller-or-Suspense
37	Shadow Dancer	2013-04-28	Magnolia Pictures	R	$100,616	12,375	Thriller-or-Suspense
38	Das letzte Schweigen	2013-03-08	Music Box Films	Not Rated	$100,214	12,326	Thriller-or-Suspense
39	Passion	2013-08-30	Entertainment One	R	$85,726	10,544	Thriller-or-Suspense
40	Byzantium	2013-06-28	IFC Films	R	$85,252	10,486	Thriller-or-Suspense
41	We Are What We Are	2013-09-27	Entertainment One	R	$81,381	10,009	Thriller-or-Suspense
42	Go For Sisters	2013-11-08	Variance Films	Not Rated	$62,107	7,639	Thriller-or-Suspense
43	The Canyons	2013-08-02	IFC Films	R	$59,671	7,339	Thriller-or-Suspense
44	Final: The Rapture	2013-09-13	Riverrain	PG-13	$54,466	6,699	Thriller-or-Suspense
45	Killing Them Softly	2012-11-30	Weinstein Co.	R	$40,560	4,988	Thriller-or-Suspense
46	Redemption	2013-06-28	Roadside Attractions	R	$36,686	4,512	Thriller-or-Suspense
47	Maniac	2013-06-21	IFC Midnight	Not Rated	$26,826	3,299	Thriller-or-Suspense
48	Graceland	2013-04-26	Drafthouse Films	Not Rated	$24,529	3,017	Thriller-or-Suspense
49	Simon Killer	2013-04-05	IFC Films	Not Rated	$24,082	2,962	Thriller-or-Suspense
50	The Last Days on Mars	2013-12-06	Magnolia Pictures	R	$23,376	2,875	Thriller-or-Suspense
51	A Single Shot	2013-09-20	TriBeca Films	Not Rated	$18,642	2,292	Thriller-or-Suspense
52	Evil Intent	2013-06-28		Not Rated	$10,336	1,271	Thriller-or-Suspense
53	Girls Against Boys	2013-02-01	Anchor Bay Entert…	R	$7,529	926	Thriller-or-Suspense
54	Welcome to the Punch	2013-03-27	IFC Films	R	$7,034	865	Thriller-or-Suspense
55	La proie	2013-06-07	Cohen Media Group	R	$6,310	776	Thriller-or-Suspense
56	Le Moine	2012-12-07	Mongrel Media	R	$6,254	769	Thriller-or-Suspense
57	Sweetwater	2013-10-11		R	$6,147	756	Thriller-or-Suspense
58	A Dark Truth	2013-01-04	Magnolia Pictures	R	$5,120	629	Thriller-or-Suspense
59	Inescapable	2013-02-22	IFC Films	R	$4,327	532	Thriller-or-Suspense
60	Rubberneck	2013-02-22	TriBeca Films	Not Rated	$4,150	510	Thriller-or-Suspense
61	Silver Circle	2013-03-22	Hybrid Pictures	PG-13	$4,080	501	Thriller-or-Suspense
62	Max et les ferrailleurs	2012-08-10	Rialto Pictures	Not Rated	$3,891	478	Thriller-or-Suspense
63	Arbitrage	2012-09-14	Roadside Attractions	R	$3,752	461	Thriller-or-Suspense
64	Los Condenados	2013-03-01	Strand	Not Rated	$3,489	429	Thriller-or-Suspense
65	Plush	2013-09-13	IM Global/Blumhouse	R	$3,080	378	Thriller-or-Suspense
66	Pawn	2013-04-19	Anchor Bay Entert…	R	$2,793	343	Thriller-or-Suspense
67	Deadfall	2012-12-07	Magnolia Pictures	R	$2,713	333	Thriller-or-Suspense
68	Knife Fight	2013-01-25	IFC Films	R	$2,019	248	Thriller-or-Suspense
69	La marque des anges	2013-09-27	Mongrel Media	Not Rated	$1,329	163	Thriller-or-Suspense
70	Le combat dans l'île	2009-06-12	The Film Desk	PG-13	$821	100	Thriller-or-Suspense
1	The Hunger Games: Mockingja…	2014-11-21	Lionsgate	PG-13	$323,734,502	39,624,786	Thriller-or-Suspense
2	Gone Girl	2014-10-03	20th Century Fox	R	$166,197,583	20,342,421	Thriller-or-Suspense
3	The Purge: Anarchy	2014-07-18	Universal	R	$71,562,550	8,759,186	Thriller-or-Suspense
4	No Good Deed	2014-09-12	Sony Pictures	PG-13	$52,543,632	6,431,289	Thriller-or-Suspense
5	Into the Storm	2014-08-08	Warner Bros.	PG-13	$47,602,194	5,826,461	Thriller-or-Suspense
6	Nightcrawler	2014-10-31	Open Road	R	$31,983,186	3,914,710	Thriller-or-Suspense
7	3 Days to Kill	2014-02-21	Relativity	PG-13	$30,697,999	3,757,405	Thriller-or-Suspense
8	The November Man	2014-08-27	Relativity	R	$25,018,119	3,062,193	Thriller-or-Suspense
9	Transcendence	2014-04-18	Warner Bros.	PG-13	$23,022,309	2,817,908	Thriller-or-Suspense
10	Gravity	2013-10-04	Warner Bros.	PG-13	$18,471,038	2,260,836	Thriller-or-Suspense
11	A Most Wanted Man	2014-07-25	Roadside Attractions	R	$17,237,855	2,109,896	Thriller-or-Suspense
12	Left Behind	2014-10-03	Freestyle Releasing	PG-13	$14,019,924	1,716,024	Thriller-or-Suspense
13	Snowpiercer	2014-06-27	RADiUS-TWC	R	$4,563,029	558,510	Thriller-or-Suspense
14	Before I Go to Sleep	2014-10-31	Clarius Entertain…	R	$3,242,457	396,873	Thriller-or-Suspense
15	Under the Skin	2014-04-04	A24	R	$2,614,251	319,981	Thriller-or-Suspense
16	Kill the Messenger	2014-10-10	Focus Features	R	$2,450,846	299,981	Thriller-or-Suspense
17	Locke	2014-04-25	A24	R	$1,370,646	167,765	Thriller-or-Suspense
18	Repentance	2014-02-28	Codeblack Enterta…	R	$1,189,612	145,607	Thriller-or-Suspense
19	Enemy	2014-03-14	A24	R	$1,005,824	123,111	Thriller-or-Suspense
20	Más negro que la noche	2014-09-26	Lionsgate	R	$870,063	106,494	Thriller-or-Suspense
21	Holiday	2014-06-06	Reliance Entertai…	Not Rated	$706,893	86,523	Thriller-or-Suspense
22	The Signal	2014-06-13	Focus Features	PG-13	$600,896	73,549	Thriller-or-Suspense
23	Omar	2014-02-21	Adopt Films	Not Rated	$583,000	71,358	Thriller-or-Suspense
24	The Saratov Approach	2013-10-09	Purdie Distribution	PG-13	$573,874	70,241	Thriller-or-Suspense
25	The Two Faces of January	2014-09-26	Magnolia Pictures	PG-13	$507,463	62,112	Thriller-or-Suspense
26	The Captive	2014-09-05	Entertainment One	R	$450,000	55,079	Thriller-or-Suspense
27	In Secret	2014-02-21	Roadside Attractions	R	$444,179	54,367	Thriller-or-Suspense
28	Cold in July	2014-05-23	IFC Films	R	$423,223	51,802	Thriller-or-Suspense
29	The Guest	2014-09-17	Picturehouse	R	$369,911	45,276	Thriller-or-Suspense
30	Night Moves	2014-05-30	Cinedigm	R	$271,755	33,262	Thriller-or-Suspense
31	Blue Ruin	2014-04-25	RADiUS-TWC	R	$258,384	31,625	Thriller-or-Suspense
32	La chambre bleue	2014-10-03	IFC Films	R	$257,757	31,549	Thriller-or-Suspense
33	All is Lost	2013-10-18	Roadside Attractions	PG-13	$216,463	26,494	Thriller-or-Suspense
34	Jinn	2014-04-04	Freestyle Releasing	PG-13	$202,348	24,767	Thriller-or-Suspense
35	Bethlehem	2014-03-07	Adopt Films	Not Rated	$127,115	15,558	Thriller-or-Suspense
36	Escape Plan	2013-10-18	Lionsgate	R	$72,410	8,862	Thriller-or-Suspense
37	Final: The Rapture	2013-09-13	Riverrain	PG-13	$70,095	8,579	Thriller-or-Suspense
38	Cheap Thrills	2014-03-21	Drafthouse Films	Not Rated	$59,424	7,273	Thriller-or-Suspense
39	Borgman	2014-06-06	Drafthouse Films	Not Rated	$57,475	7,034	Thriller-or-Suspense
40	The Bag Man	2014-02-28	Cinedigm	R	$56,574	6,924	Thriller-or-Suspense
41	A Field in England	2014-02-07	Drafthouse Films	Not Rated	$32,846	4,020	Thriller-or-Suspense
42	Big Bad Wolves	2014-01-17	Magnet Pictures	Not Rated	$32,828	4,018	Thriller-or-Suspense
43	Grand Piano	2014-03-07	Magnolia Pictures	R	$22,555	2,760	Thriller-or-Suspense
44	Murder Eleven	2013-10-01	Indican Pictures	R	$22,107	2,705	Thriller-or-Suspense
45	Cold Comes the Night	2014-01-10	Stage 6 Samuel Go…	R	$16,971	2,077	Thriller-or-Suspense
46	The Counselor	2013-10-25	20th Century Fox	R	$13,491	1,651	Thriller-or-Suspense
47	Alien Abduction	2014-04-04	IFC Midnight	Not Rated	$12,087	1,479	Thriller-or-Suspense
48	Last Passenger	2014-04-25	Cohen Media Group	R	$9,326	1,141	Thriller-or-Suspense
49	Radio Free Albemuth	2014-06-27	Freestyle Releasing	R	$8,493	1,039	Thriller-or-Suspense
50	Go For Sisters	2013-11-08	Variance Films	Not Rated	$8,388	1,026	Thriller-or-Suspense
51	L’étrange couleur des larme…	2014-08-29	Strand	Not Rated	$7,182	879	Thriller-or-Suspense
52	Pioneer	2014-12-05	Magnolia Pictures	R	$6,847	838	Thriller-or-Suspense
53	The Devil's Hand	2014-10-10	Roadside Attractions	PG-13	$4,239	518	Thriller-or-Suspense
54	Locker 13	2014-03-28	Brothers' Ink Pro…	R	$3,496	427	Thriller-or-Suspense
55	The Girl on the Train	2014-07-03	Monterey Media	R	$3,124	382	Thriller-or-Suspense
56	Missionary	2014-10-29	Freestyle Releasing	R	$2,120	259	Thriller-or-Suspense
57	These Final Hours	2014-10-17	Mongrel Media	Not Rated	$1,780	217	Thriller-or-Suspense
58	Truth	2014-01-10	Left of Center En…	Not Rated	$1,626	199	Thriller-or-Suspense
59	The Butterfly Room	2014-04-11	Archstone Enterta…	Not Rated	$1,081	132	Thriller-or-Suspense
60	The Last Days on Mars	2013-12-06	Magnolia Pictures	R	$708	86	Thriller-or-Suspense
1	The Hunger Games: Mockingja…	2015-11-20	Lionsgate	PG-13	$274,185,395	32,524,957	Thriller-or-Suspense
2	The Martian	2015-10-02	20th Century Fox	PG-13	$225,345,353	26,731,359	Thriller-or-Suspense
3	Bridge of Spies	2015-10-16	Walt Disney	PG-13	$70,610,153	8,376,056	Thriller-or-Suspense
4	The Perfect Guy	2015-09-11	Sony Pictures	PG-13	$57,027,435	6,764,820	Thriller-or-Suspense
5	Sicario	2015-09-18	Lionsgate	R	$46,823,967	5,554,444	Thriller-or-Suspense
6	The Gift	2015-08-07	STX Entertainment	R	$43,787,265	5,194,218	Thriller-or-Suspense
7	The Boy Next Door	2015-01-23	Universal	R	$36,006,065	4,271,182	Thriller-or-Suspense
8	No Escape	2015-08-26	Weinstein Co.	R	$27,288,872	3,237,114	Thriller-or-Suspense
9	Ex Machina	2015-04-10	A24	R	$25,440,971	3,017,908	Thriller-or-Suspense
10	Secret in Their Eyes	2015-11-20	STX Entertainment	PG-13	$20,119,034	2,386,599	Thriller-or-Suspense
11	The Hunger Games: Mockingja…	2014-11-21	Lionsgate	PG-13	$13,401,383	1,589,725	Thriller-or-Suspense
12	Self/Less	2015-07-10	Focus Features	PG-13	$12,279,691	1,456,665	Thriller-or-Suspense
13	The Gunman	2015-03-20	Open Road	R	$10,664,749	1,265,094	Thriller-or-Suspense
14	Blackhat	2015-01-16	Universal	R	$8,005,980	949,701	Thriller-or-Suspense
15	The Loft	2015-01-30	Open Road	R	$6,002,684	712,062	Thriller-or-Suspense
16	Victor Frankenstein	2015-11-25	20th Century Fox	PG-13	$5,775,076	685,062	Thriller-or-Suspense
17	Truth	2015-10-16	Sony Pictures Cla…	R	$2,517,245	298,605	Thriller-or-Suspense
18	Assassination	2015-08-07	Well Go USA	Not Rated	$1,904,682	225,940	Thriller-or-Suspense
19	Legend	2015-11-20	Universal	R	$1,852,124	219,706	Thriller-or-Suspense
20	Gone Girl	2014-10-03	20th Century Fox	R	$1,569,606	186,193	Thriller-or-Suspense
21	’71	2015-02-27	Roadside Attractions	R	$1,270,847	150,752	Thriller-or-Suspense
22	Child 44	2015-04-17	Lionsgate	R	$1,224,330	145,234	Thriller-or-Suspense
23	Black Sea	2015-01-23	Focus Features	R	$1,171,559	138,974	Thriller-or-Suspense
24	Remember	2015-10-16	Entertainment One	R	$501,931	59,541	Thriller-or-Suspense
25	The Third Man	1950-02-02	Selznick Releasin…	Not Rated	$437,795	51,932	Thriller-or-Suspense
26	Wo shi zheng ren	2015-10-30	China Lion Film D…	Not Rated	$409,644	48,593	Thriller-or-Suspense
27	Badlapur	2015-02-20	Eros Entertainment	Not Rated	$409,166	48,536	Thriller-or-Suspense
28	Nightcrawler	2014-10-31	Open Road	R	$398,032	47,216	Thriller-or-Suspense
29	Freetown	2015-04-08	Purdie Distribution	PG-13	$397,122	47,108	Thriller-or-Suspense
30	Nh10	2015-03-13	Eros Entertainment	Not Rated	$262,586	31,148	Thriller-or-Suspense
31	Dark Places	2015-08-07	A24	R	$208,588	24,743	Thriller-or-Suspense
32	Une nouvelle amie	2015-06-05	Mongrel Media	R	$196,284	23,283	Thriller-or-Suspense
33	La French	2015-05-15	Drafthouse Films	R	$190,980	22,654	Thriller-or-Suspense
34	Beeba Boys	2015-10-16		Not Rated	$189,786	22,513	Thriller-or-Suspense
35	Cop Car	2015-08-07	Focus Features	R	$134,552	15,961	Thriller-or-Suspense
36	Z for Zachariah	2015-08-25	Roadside Attractions	PG-13	$121,461	14,408	Thriller-or-Suspense
37	Every Secret Thing	2015-05-15	Starz Digital Media	R	$103,536	12,281	Thriller-or-Suspense
38	Man from Reno	2015-03-27	Gravitas Ventures	Not Rated	$92,918	11,022	Thriller-or-Suspense
39	Backcountry	2015-03-20	IFC Midnight	R	$71,191	8,444	Thriller-or-Suspense
40	Du rififi chez les hommes	1956-06-05		Not Rated	$57,749	6,850	Thriller-or-Suspense
41	Heist	2015-11-13	Lionsgate	R	$50,136	5,947	Thriller-or-Suspense
42	Beyond The Reach	2015-04-17	Roadside Attractions	R	$45,895	5,444	Thriller-or-Suspense
43	Lost River	2015-04-07	Warner Bros.	R	$45,431	5,389	Thriller-or-Suspense
44	Mr. X	2015-04-17	Fox International	Not Rated	$44,995	5,337	Thriller-or-Suspense
45	Marnie	1964-07-22		PG	$44,261	5,250	Thriller-or-Suspense
46	Knock Knock	2015-10-09	Lionsgate	R	$36,336	4,310	Thriller-or-Suspense
47	Kill Me Three Times	2015-03-26	Magnolia Pictures	R	$24,296	2,882	Thriller-or-Suspense
48	Extraction	2015-12-18	Lionsgate	R	$16,775	1,989	Thriller-or-Suspense
49	Kkeut-kka-ji-gan-da	2015-07-17	Kino Lorber	Not Rated	$16,563	1,964	Thriller-or-Suspense
50	Dawn of the Crescent Moon	2015-07-17	Indican Pictures	Not Rated	$8,799	1,043	Thriller-or-Suspense
51	Area 51	2015-05-15	Paramount Pictures	R	$7,556	896	Thriller-or-Suspense
52	Victoria	2015-10-09	Adopt Films	Not Rated	$6,971	826	Thriller-or-Suspense
53	Gabriel	2015-06-19	Oscilloscope Pict…	Not Rated	$6,959	825	Thriller-or-Suspense
54	The Suicide Theory	2015-07-10	Freestyle Releasing	R	$6,434	763	Thriller-or-Suspense
55	Alléluia	2015-07-17	Doppelganger Rele…	Not Rated	$6,334	751	Thriller-or-Suspense
56	The Living	2015-04-03	Monterey Media	R	$5,514	654	Thriller-or-Suspense
57	Dias de gracia	2015-05-01	Cinema Libre	Not Rated	$4,308	511	Thriller-or-Suspense
58	Blackhats	2015-10-23	Reel One Entertai…	Not Rated	$3,442	408	Thriller-or-Suspense
59	Hyena	2015-04-14	TriBeca Films	Not Rated	$3,401	403	Thriller-or-Suspense
60	Windsor Drive	2015-08-28	Indican Pictures	Not Rated	$3,256	386	Thriller-or-Suspense
61	Julia	2015-10-23	Archstone Enterta…	R	$2,710	321	Thriller-or-Suspense
62	La chambre bleue	2014-10-03	IFC Films	R	$2,684	318	Thriller-or-Suspense
63	Body	2015-12-11	Oscilloscope Pict…	Not Rated	$2,634	312	Thriller-or-Suspense
64	La dame dans l’auto avec de…	2015-12-18	Magnolia Pictures	Not Rated	$1,901	225	Thriller-or-Suspense
65	Cut Snake	2015-10-16	Monterey Media	R	$1,625	192	Thriller-or-Suspense
66	The Captive	2014-09-05	Entertainment One	R	$1,457	172	Thriller-or-Suspense
67	El Nino	2015-04-17	Distrib Films	Not Rated	$245	29	Thriller-or-Suspense
68	Pioneer	2014-12-05	Magnolia Pictures	R	$24	2	Thriller-or-Suspense
